,comment_text,toxic
485,"""

 ARTPOP (2012 album) 

Hello, thank you for all your contributions! I make this message in good-faith. Please do not make hidden comments like this stating that an editor will be blocked if they remove a redirect. I am in no position to be asking this but I am saying this as it could turnaway new contributors (who aren't aware of the rules) feeling they have been bitten. In this case, I think a kind [user] talk page message would be more appropriate and effective. Also, you edit was reverted so I reverted it back to your version but also removed the block warning as it is not appropriate (no admin will/should block just because a user removed a redirect, specially if that hidden message was their only warning.) Feel free to correct me if wrong.Again, I write this in good faith. )  Cheers,  Huntley """,0
486,"Crown Prince 

Wouldn't it have been Prince-Elect? Denmark was a elective monarchy during this time.",0
487,"Hamish MacDonald (disambiguation)
Hello. Just to let you know that as this now only has two entries - one of this name and one with a very similar name, I have tagged it for deletion using Template:db-disambig. If you have any questions about this, please let me know. Best wishes,",0
488,"""

 My 2-cents, as someone close to the Korean-American community: It's pretty standard practice to give both an """"American"""" and a Korean name at first. I don't know for sure that that's the case here, but wouldn't be surprised. It's probably explained in her book.   """,0
489,"""

 Died in 2014 or not? 

I think it's better to settle the matter here instead of going back and forth. So, the IP user claims that the whole thing is a hoax; that she died in Europe years ago and that there's no Hawaii obit. First of all, is the """"Forevermissed"""" a user-submitted website? 24.206.199.151: Do you know her family personally or do you know somebody who knows the family? We'd like to get a more elaborate explainantion behind the claim that she's been dead years ago. I see that her supposed obituary is pretty detailed. Are the rest of the biographical information accurate, though? And the picture?  """,0
490,""" August 2007 (UTC)

Dear  The 24 hour block that you placed on my account yesterday for personal attacks has just expired, and while I must say that I was not happy about the block, I harbor no hard feelings towards you. If you check my previous contributions, you can see that I have been a productive editor on Wikipedia. I'd just like to let you know that while I was guilty of personal attacks against  and , I was goaded into doing so by these two individuals. In order to avoid future blocks, I promise not to engage in anymore personal attacks, and if I am goaded by trolls such as these two individuals, I will simply ignore them. 

 was repeatedly reverting a comment which I made concerning statements made in the Hugo Chavez article which I found to be biased. My issue with  concerns his nastiness and uncivility. He is far too possessive of articles which he has created, and he becomes very angry when edits are made to such articles. After multiple revisions of LEGITIMATE edits which I made to """"his"""" articles, I told him to leave me alone. He proceeded to foul my discussion page with unwanted and unsolicited comments. When I objected to this, he goaded me into calling him a profanity.

While I respect your role as a Wikipedia Administrator, I'd like to respectfully request that in the future, you exercise better discretion when blocking a user based on one-sided information. Thank you for your understanding!   19:53, 15""",0
491,"Links in Results 
A mess, links anywhere except the actual book.",0
492,"It wasn't me that added the Glebe Park link, though I might've wikified it. I've never actually been there, so I'm afraid I won't be of much help at the moment...though I've been meaning to go look for a while.",0
493,"Go away

Why did you revert my edit on Blowdart's user talk page? Surely thats his privelege. Users like you give wikipedia a bad name. Stop being such a busybody. 134.226.1.194",0
494,"the head  

waysssssssssss 76 pounds and feels like play dow . dont tuch them they will fall off",0
495,"Sarek of Vulcan: Unfortunately for you, you cannot ban a fact. 

Sarek of Vulcan: Unfortunately for you, you cannot ban a fact.

Fact: Lawrencenkhoo told me here on Wikipedia that companies keep their retained profits in the bank. 

Fact: That is absolutely untrue.

Fact: Sarek of Vulcan bans me for stating that. 

Fact: Sarek of Vulcan can ban me but cannot ban facts.",0
496,"Keep your chin up! Darwinism was not accepted over-night. There appears to be more sense in  the  AAT origins, than the sort-cut hypothesis that our  ancestors went from swinging in trees to the prairies (and then, eons later, take up a sedentary life style so they could edit Wikipedia and face book etc., all day). One only has to watch little kids on the beach.  The first time a wave throws them bottom-over-elbow they may well cry – but after a time,  they can't wait to get into the water again. It is as if  being at home on a sea-edge environment is hard-wired into their genes.  Unfortunately, the rise in sea level since these times means that evidence of these coastal communities may never be found.  Keep plugging away until the old hypothesis fade away.",0
